from,to,dist
8,39,549
8,41,1019
8,42,1452
8,43,810
8,44,549
8,45,1300
8,46,986
9,1,582
9,3,1110
9,4,793
9,5,1240
9,6,925
9,7,899
9,8,1120
9,10,901
9,11,964
9,12,1070
9,13,2337
9,14,1080
9,15,177
9,17,1487
9,18,1180
9,20,1972
9,21,681
9,22,2712
9,23,2577
9,25,197
9,26,2263
9,27,2322
9,29,2080
9,30,2173
9,31,1700
9,32,1100
9,33,1143
9,34,674
9,35,1065
9,38,955
9,41,1063
9,45,995
9,46,1130
10,1,535
10,3,1294
10,4,540
10,5,411
10,8,1170
10,9,901
10,11,1190
10,12,227
10,13,2280
10,14,228
10,15,758
10,16,922
10,17,908
10,18,587
10,20,1951
10,21,224
10,22,2300
10,23,2410
10,25,811
10,26,2253
10,29,1822
10,30,2059
10,31,1450
10,33,1360
10,34,955
10,35,212
10,37,4806
10,41,287
10,42,2401
10,45,135
10,46,383
11,1,687
11,2,3260
11,3,142
11,4,657
11,5,1590
11,6,1230
11,7,1210
11,8,225
11,9,964
11,10,1190
11,12,1410
11,13,1370
11,14,1420
11,15,852
11,16,963
11,17,1040
11,18,926
11,19,954
11,20,1010
11,21,1040
11,22,1870
11,23,1630
11,24,1600
11,25,786
11,26,1300
11,28,1340
11,29,1190
11,30,1220
11,31,861
11,33,190
11,34,304
11,35,1400
11,37,3890
11,39,665
11,41,1090
11,43,933
11,45,1320
11,46,1080
12,1,760
12,3,1520
12,4,763
12,5,186
12,6,184
12,7,213
12,8,1390
12,9,1070
12,10,227
12,11,1410
12,13,2470
12,15,945
12,16,1090
12,17,1020
12,18,737
12,19,1030
12,20,2150
12,21,427
12,22,2410
12,23,2580
12,24,2560
12,25,1010
12,26,2440
12,27,2460
12,28,2447
12,29,1980
12,30,2240
12,31,1620
12,33,1580
12,34,1180
12,37,4970
12,38,1430
12,41,423
12,42,2567
12,43,2131
12,45,93
12,46,507
13,1,1940
13,2,2340
13,3,1230
13,4,1790
13,5,2600
13,6,2320
13,7,2300
13,8,1230
13,9,2337
13,10,2280
13,11,1370
13,12,2470
13,15,2210
13,16,2340
13,17,1530
13,18,1740
13,19,2324
13,20,369
13,21,2230
13,22,954
13,23,338
13,24,294
13,25,2150
13,26,109
13,29,589
13,30,236
13,31,860
13,33,1210
13,34,1670
13,35,2450
13,36,1550
13,37,2550
13,38,1390
13,39,712
13,41,2047
13,42,337
13,43,450
13,44,708
13,45,2390
13,46,1970
14,1,761
14,4,762
14,5,184
14,7,214
14,8,1390
14,9,1080
14,10,228
14,11,1420
14,15,950
14,16,1100
14,17,1020
14,18,731
14,19,1040
14,20,2143
14,21,431
14,25,1010
14,31,1610
14,34,1180
14,38,1430
14,41,417
14,45,94
14,46,500
15,1,404
15,3,994
15,4,616
15,5,1120
15,6,788
15,7,760
15,8,983
15,9,177
15,10,758
15,11,852
15,12,945
15,13,2210
15,14,950
15,16,193
15,17,1310
15,18,1010
15,20,1844
15,21,534
15,22,2549
15,23,2440
15,24,2415
15,26,2143
15,29,1930
15,30,2030
15,31,1540
15,32,972
15,33,1038
15,34,550
15,35,938
15,36,1097
15,38,847
15,41,896
15,45,863
15,46,958
16,1,596
16,3,1101
16,4,806
16,5,1260
16,6,947
16,7,921
16,8,1120
16,10,922
16,11,963
16,12,1090
16,13,2340
16,14,1100
16,15,193
16,17,1501
16,18,1200
16,20,1967
16,21,702
16,22,2720
16,23,2580
16,25,204
16,26,2262
16,29,2085
16,30,2169
16,31,1710
16,32,1120
16,33,1140
16,34,674
16,35,1087
16,38,953
16,41,1082
16,45,1020
16,46,1150
17,1,906
17,2,2519
17,3,1040
17,4,694
17,5,1120
17,6,936
17,7,931
17,8,852
17,9,1487
17,10,908
17,11,1040
17,12,1020
17,13,1530
17,14,1020
17,15,1310
17,16,1501
17,18,333
17,19,1452
17,20,1276
17,21,978
17,22,1390
17,23,1584
17,24,1575
17,25,1306
17,26,1532
17,28,1522
17,29,991
17,30,1299
17,31,679
17,33,1097
17,34,1039
17,35,1008
17,36,220
17,37,3964
17,41,620
17,42,1578
17,43,1296
17,45,977
17,46,526
18,1,606
18,2,2840
18,3,973
18,4,409
18,5,863
18,6,620
18,7,610
18,8,801
18,9,1180
18,10,587
18,11,926
18,12,737
18,13,1740
18,14,731
18,15,1010
18,16,1200
18,17,333
18,19,1140
18,20,1440
18,21,645
18,22,1710
18,23,1840
18,24,1820
18,25,1010
18,26,1720
18,28,1720
18,29,1250
18,30,1510
18,31,885
18,32,735
18,33,1040
18,34,838
18,35,717
18,36,195
18,37,4230
18,39,1234
18,41,314
18,42,1830
18,43,1434
18,45,676
18,46,234
19,1,546
19,5,1200
19,6,885
19,7,859
19,8,1100
19,11,954
19,12,1030
19,13,2324
19,14,1040
19,17,1452
19,18,1140
19,21,639
19,25,174
19,31,1677
19,32,1060
19,35,1023
19,41,1021
19,45,953
19,46,1090
20,1,1580
20,2,2547
20,3,866
20,4,1444
20,5,2290
20,6,1999
20,8,865
20,9,1972
20,10,1951
20,11,1010
20,12,2150
20,13,369
20,14,2143
20,15,1844
20,16,1967
20,17,1276
20,18,1440
20,21,1885
20,22,1106
20,23,649
20,24,621
20,26,304
20,28,338
20,29,508
20,30,255
20,31,601
20,33,841
20,34,1300
20,35,2133
20,37,2911
20,38,1020
20,39,346
20,41,1733
20,42,644
20,43,110
20,44,369
20,45,2070
20,46,1670
21,1,356
21,3,1159
21,4,441
21,5,612
21,6,255
21,7,226
21,8,1060
21,9,681
21,10,224
21,11,1040
21,12,427
21,13,2230
21,14,431
21,15,534
21,16,702
21,17,978
21,18,645
21,19,639
21,20,1885
21,22,2347
21,23,2392
21,25,588
21,26,2187
21,29,1818
21,30,2020
21,31,1430
21,33,1222
21,35,416
21,34,778
21,38,1050
21,41,416
21,45,338
21,46,501
22,1,2180
22,2,1440
22,3,1768
22,4,1972
22,5,2490
22,7,2320
22,6,2335
22,8,1660
22,9,2712
22,10,2300
22,11,1870
22,12,2410
22,13,954
22,15,2549
22,16,2720
22,17,1390
22,18,1710
22,20,1106
22,21,2347
22,23,678
22,24,696
22,25,2515
22,26,1050
22,27,965
22,28,978
22,29,687
22,30,866
22,31,1020
22,33,1772
22,34,2082
22,35,2393
22,37,2670
22,38,1891
22,39,1367
22,42,671
22,43,1215
22,45,2370
22,46,1920
23,1,2130
23,2,2010
23,3,1500
23,4,1963
23,5,2700
23,6,2450
23,7,2434
23,8,1460
23,9,2577
23,10,2410
23,11,1630
23,12,2580
23,13,338
23,15,2440
23,16,2580
23,17,1584
23,18,1840
23,20,649
23,21,2392
23,22,678
23,25,2387
23,26,446
23,27,354
23,28,371
23,29,597
23,30,412
23,31,965
23,33,1480
23,34,1910
23,35,2560
23,37,2390
23,41,2154
23,43,750
23,45,2510
23,46,2070
24,1,2110
24,3,1476
24,5,2680
24,6,2431
24,8,1430
24,11,1600
24,12,2560
24,13,294
24,15,2415
24,17,1575
24,18,1820
24,20,621
24,22,696
24,26,417
24,27,324
24,28,342
24,29,584
24,30,386
24,31,946
24,33,1451
24,34,1880
24,35,2541
24,37,2410
24,38,1618
24,43,720
24,46,2056
25,1,406
25,3,925
25,4,612
25,5,1180
25,6,842
25,7,815
25,8,927
25,9,197
25,10,811
25,11,786
25,12,1010
25,13,2150
25,14,1010
25,16,204
25,17,1306
25,18,1010
25,19,174
25,21,588
25,22,2515
25,23,2387
25,26,2081
25,29,1884
25,30,1984
25,31,1500
25,32,1030
25,33,970
25,34,488
25,35,997
25,38,779
25,41,928
25,45,922
25,46,985
26,1,1890
26,3,1160
26,4,1746
26,5,2580
26,6,2296
26,7,2276
26,8,1170
26,9,2263
26,10,2253
26,11,1300
26,12,2440
26,13,109
26,15,2143
26,16,2262
26,17,1532
26,18,1720
26,20,304
26,21,2187
26,22,1050
26,23,446
26,24,417
26,25,2081
26,29,626
26,30,258
26,31,852
26,33,1129
26,34,1599
26,35,2425
26,37,2614
26,38,1310
26,39,634
26,42,446
26,41,2021
26,43,367
26,45,2360
26,46,1950
27,1,2460
27,2,2360
27,3,1220
27,5,2590
27,9,2322
27,12,2460
27,22,965
27,23,354
27,24,324
27,30,255
27,37,2564
27,42,352
28,1,1910
28,3,1206
28,8,1200
28,11,1340
28,12,2447
28,17,1522
28,18,1720
28,20,338
28,22,978
28,23,371
28,24,342
28,29,226
28,30,226
28,31,844
28,33,1174
28,35,2433
28,38,1350
28,42,370
28,46,1954
29,1,1590
29,3,1080
29,4,1400
29,5,2100
29,6,1865
29,8,986
29,9,2080
29,10,1822
29,11,1190
29,12,1980
29,13,589
29,15,1930
29,16,2085
29,17,991
29,18,1250
29,20,508
29,21,1818
29,22,687
29,23,597
29,24,584
29,25,1884
29,26,626
29,28,226
29,30,368
29,31,390
29,33,1086
29,34,1428
29,35,1969
29,39,694
29,41,1560
29,42,586
29,43,601
29,45,1920
29,46,1480
30,1,1740
30,2,2304
30,3,1080
30,4,1582
30,5,2370
30,6,2106
30,7,2089
30,8,1050
30,9,2173
30,10,2059
30,11,1220
30,12,2240
30,13,236
30,15,2030
30,16,2169
30,17,1299
30,18,1510
30,20,255
30,21,2020
30,22,866
30,23,412
30,24,386
30,25,1984
30,26,258
30,27,255
30,28,226
30,29,368
30,31,627
30,33,1069
30,34,1500
30,35,2227
30,36,1319
30,37,2762
30,38,1230
30,39,582
30,41,1819
30,42,406
30,43,364
30,45,2170
30,46,1740
31,1,1200
31,2,2400
31,3,768
31,4,1010
31,5,1750
31,6,1490
31,7,1470
31,8,640
31,9,1700
31,10,1450
31,11,861
31,12,1620
31,13,860
31,14,1610
31,15,1540
31,16,1710
31,17,679
31,18,885
31,19,1677
31,20,601
31,21,1430
31,22,1020
31,23,965
31,24,946
31,25,1500
31,26,852
31,28,844
31,29,390
31,30,627
31,33,795
31,34,1060
31,35,1600
31,36,691
31,37,3364
31,38,882
31,39,564
31,41,1197
31,42,954
31,43,638
31,44,303
31,45,1550
31,46,1120
32,1,780
32,5,166
32,7,233
32,9,1100
32,15,972
32,16,1120
32,18,735
32,19,1060
32,25,1030
32,45,114
32,46,503
33,1,872
33,3,66
33,4,820
33,6,1410
33,8,248
33,9,1143
33,10,1360
33,11,190
33,12,1580
33,13,1210
33,15,1038
33,16,1140
33,17,1097
33,18,1040
33,20,841
33,21,1222
33,22,1772
33,23,1480
33,24,1451
33,25,970
33,26,1129
33,28,1174
33,29,1086
33,30,1069
33,31,795
33,34,493
33,35,1569
33,38,192
33,39,495
33,41,1239
33,42,1473
33,45,1490
33,46,1210
34,1,424
34,3,444
34,4,471
34,5,1370
34,6,998
34,7,969
34,8,448
34,9,674
34,10,955
34,11,304
34,12,1180
34,13,1670
34,14,1180
34,15,550
34,16,674
34,17,1039
34,18,838
34,20,1300
34,21,778
34,22,2082
34,23,1910
34,24,1880
34,25,488
34,26,1599
34,29,1428
34,30,1500
34,31,1060
34,33,493
34,35,1167
34,38,302
34,41,917
34,42,1898
34,45,1090
34,46,928
35,1,745
35,3,1500
35,4,745
35,5,200
35,6,169
35,7,199
35,8,1370
35,9,1065
35,10,212
35,11,1400
35,13,2450
35,15,938
35,16,1087
35,17,1008
35,18,717
35,19,1023
35,20,2133
35,21,416
35,22,2393
35,23,2560
35,24,2541
35,25,997
35,26,2425
35,28,2433
35,29,1969
35,30,2227
35,31,1600
35,33,1569
35,34,1167
35,37,4950
35,38,1410
35,41,402
35,42,2547
35,45,79
35,46,486
36,1,694
36,4,481
36,8,686
36,13,1550
36,15,1097
36,17,220
36,18,195
36,31,691
36,30,1319
36,46,429
37,1,4502
37,2,2778
37,3,3755
37,5,5083
37,8,3770
37,10,4806
37,11,3890
37,12,4970
37,13,2550
37,17,3964
37,18,4230
37,20,2911
37,22,2670
37,23,2390
37,24,2410
37,26,2614
37,27,2564
37,30,2762
37,31,3364
37,35,4950
37,42,2405
38,1,693
38,3,152
38,4,669
38,5,1610
38,6,1240
38,7,1220
38,8,248
38,9,955
38,12,1430
38,13,1390
38,14,1430
38,15,847
38,16,953
38,20,1020
38,21,1050
38,24,1618
38,22,1891
38,25,779
38,26,1310
38,28,1350
38,30,1230
38,31,882
38,33,192
38,34,302
38,35,1410
38,39,675
38,41,1110
38,42,1638
38,45,1330
39,1,1279
39,3,527
39,8,549
39,11,665
39,13,712
39,18,1234
39,20,346
39,22,1367
39,26,634
39,29,694
39,30,582
39,31,564
39,33,495
39,38,675
39,42,985
41,1,556
41,3,1173
41,4,448
41,5,560
41,6,313
41,7,309
41,8,1019
41,9,1063
41,10,287
41,11,1090
41,12,423
41,13,2047
41,14,417
41,15,896
41,16,1082
41,17,620
41,18,314
41,19,1021
41,20,1733
41,21,416
41,23,2154
41,25,928
41,26,2021
41,29,1560
41,30,1819
41,31,1197
41,33,1239
41,34,917
41,35,402
41,38,1110
41,45,362
41,46,96
42,1,2124
42,3,1493
42,4,1953
42,5,2680
42,6,2440
42,8,1452
42,10,2401
42,12,2567
42,13,337
42,17,1578
42,18,1830
42,20,644
42,22,671
42,26,446
42,27,352
42,28,370
42,29,586
42,30,406
42,31,954
42,33,1473
42,35,2547
42,34,1898
42,37,2405
42,38,1638
42,39,985
42,46,2062
43,1,1540
43,3,795
43,8,810
43,11,933
43,12,2131
43,13,450
43,17,1296
43,18,1434
43,20,110
43,22,1215
43,23,750
43,24,720
43,26,367
43,29,601
43,30,364
43,31,638
44,8,549
44,13,708
44,20,369
44,31,303
45,1,667
45,3,1430
45,4,674
45,5,278
45,6,91
45,7,120
45,8,1300
45,9,995
45,10,135
45,11,1320
45,12,93
45,13,2390
45,14,94
45,15,863
45,16,1020
45,17,977
45,18,676
45,19,953
45,20,2070
45,21,338
45,22,2370
45,23,2510
45,25,922
45,26,2360
45,29,1920
45,30,2170
45,31,1550
45,32,114
45,33,1490
45,34,1090
45,35,79
45,38,1330
45,41,362
45,46,727
46,1,596
46,3,1140
46,4,456
46,5,629
46,6,408
46,7,405
46,8,986
46,9,1130
46,10,383
46,11,1080
46,12,507
46,13,1970
46,14,500
46,15,958
46,16,1150
46,17,526
46,18,234
46,19,1090
46,20,1670
46,21,501
46,22,1920
46,23,2070
46,24,2056
46,25,985
46,26,1950
46,28,1954
46,29,1480
46,30,1740
46,31,1120
46,32,503
46,33,1210
46,34,928
46,35,486
46,36,429
46,41,96
46,42,2062
46,45,727
1,83,516
1,138,224
1,147,527
1,148,1026
1,149,2167
1,150,759
1,151,1894
1,152,749
1,153,831
1,178,226
1,181,1834
1,182,331
1,183,374
1,184,432
1,185,691
1,186,719
1,187,484
1,188,1266
1,189,670
1,190,591
1,193,820
1,194,672
1,211,647
1,227,452
1,238,515
1,239,270
1,240,902
1,242,619
1,244,2086
1,263,1181
1,264,151
1,265,134
1,268,322
1,269,712
1,270,550
1,277,241
1,280,1988
1,281,447
1,283,852
1,288,780
1,291,858
1,295,562
1,296,480
1,301,565
1,305,304
1,307,794
1,359,533
1,362,743
1,363,316
1,364,499
1,371,448
1,373,191
1,374,106
1,375,258
1,378,363
1,379,433
1,382,350
1,383,1123
1,385,953
1,386,577
1,387,509
1,392,351
1,394,801
1,395,641
1,396,306
1,397,153
1,398,340
1,402,502
1,406,147
1,408,633
1,410,447
1,411,302
1,412,708
1,416,272
1,421,214
1,429,152
1,430,250
1,431,588
1,435,529
1,437,951
1,438,793
1,441,164
1,445,445
1,447,631
1,448,357
1,450,775
1,525,143
1,527,960
1,528,330
1,529,237
1,530,376
1,531,398
1,571,300
1,609,692
1,610,146
1,611,765
1,612,714
1,613,597
1,614,238
1,615,456
1,616,83
1,617,366
1,618,171
1,619,432
1,620,645
1,621,240
1,622,369
1,623,684
1,624,79
1,625,266
1,626,443
1,627,197
1,628,507
1,629,323
1,630,567
1,631,227
1,632,700
1,633,252
1,634,208
1,883,1301
1,947,840
2,149,1538
2,159,260
2,884,1366
2,886,1579
2,1092,397
2,1093,722
2,1094,618
2,1095,159
2,1096,1188
2,1097,327
2,1098,252
2,1099,59
2,1100,117
2,1101,194
2,1102,569
2,1103,287
2,1104,219
2,1105,317
2,1106,537
2,1107,546
2,1108,766
2,1109,624
2,1110,555
2,1111,440
2,1112,763
2,1113,391
2,1114,125
3,147,1209
3,149,1712
3,150,359
3,151,1193
3,178,1030
3,182,558
3,183,957
3,184,919
3,185,650
3,186,189
3,187,722
3,188,618
3,189,1032
3,190,972
3,193,773
3,194,427
3,227,446
3,239,952
3,240,1660
3,244,1477
3,265,681
3,268,875
3,269,1364
3,271,1373
3,273,341
3,277,708
3,278,274
3,280,1402
3,281,1072
3,362,814
3,368,419
3,371,389
3,375,1053
3,395,1103
3,416,625
3,429,881
3,430,664
3,431,463
3,444,890
3,549,992
3,605,1238
3,883,812
3,909,1298
3,929,508
3,1274,917
4,83,723
4,147,461
4,149,1967
4,150,614
4,178,328
4,182,200
4,183,230
4,184,249
4,185,490
4,186,621
4,187,272
4,189,476
4,190,395
4,239,484
4,240,905
4,269,632
4,277,402
4,281,337
4,296,526
4,363,470
4,375,438
4,397,265
4,416,391
4,421,417
4,430,390
4,438,740
4,445,649
4,549,598
4,609,683
4,627,109
4,632,704
4,633,174
4,1115,242
4,1116,130
4,1274,613
4,1295,693
5,83,1250
5,147,495
5,149,2529
5,152,342
5,178,727
5,181,2510
5,183,750
5,184,816
5,185,1252
5,186,1551
5,187,1044
5,189,857
5,190,858
5,238,468
5,239,1010
5,242,334
5,269,394
5,281,638
5,283,145
5,296,473
5,307,153
5,363,738
5,375,818
5,421,901
5,435,547
5,438,264
5,445,1221
5,605,2593
5,608,274
5,1053,200
5,1081,91
5,1082,148
5,1083,196
5,1084,61
5,1085,109
5,1086,70
5,1087,332
5,1088,45
5,1089,151
5,1090,127
5,1091,213
5,2095,261
6,83,921
6,147,210
6,148,451
6,149,2351
6,150,1176
6,152,277
6,178,361
6,182,785
6,183,429
6,184,514
6,185,963
6,186,1206
6,187,735
6,188,1665
6,189,639
6,190,609
6,194,1068
6,227,910
6,238,160
6,239,663
6,240,327
6,244,2388
6,265,681
6,268,493
6,269,281
6,277,799
6,281,336
6,283,288
6,291,283
6,305,435
6,307,219
6,363,400
6,375,472
6,379,405
6,395,527
6,397,425
6,421,549
6,429,463
6,430,819
6,437,376
6,441,413
6,445,881
6,620,452
6,1064,139
6,1066,176
7,83,893
7,138,716
7,147,204
7,149,2343
7,150,1154
7,152,296
7,178,331
7,182,760
7,183,410
7,184,498
7,185,946
7,186,1181
7,187,717
7,189,633
7,190,599
7,193,1008
7,227,885
7,238,143
7,239,634
7,240,356
7,264,612
7,265,652
7,268,472
7,269,296
7,281,322
7,283,318
7,291,313
7,305,413
7,307,248
7,362,895
7,363,372
7,373,408
7,374,522
7,375,444
7,379,390
7,395,523
7,396,248
7,397,395
7,398,859
7,406,693
7,412,705
7,416,816
7,421,520
7,429,436
7,430,789
7,431,960
7,435,273
7,437,406
7,438,298
7,445,852
7,447,478
7,525,468
7,526,589
7,527,437
7,528,285
7,529,502
7,530,320
7,531,280
7,626,771
7,1081,404
7,1086,382
8,83,1015
8,138,765
8,147,1065
8,149,1613
8,150,175
8,151,1185
8,178,933
8,181,1123
8,182,430
8,183,810
8,184,760
8,185,461
8,187,550
8,188,567
8,189,853
8,193,584
8,194,237
8,196,3702
8,211,1088
8,227,304
8,238,1209
8,239,916
8,244,1427
8,263,591
8,264,601
8,265,596
8,267,835
8,268,731
8,269,1210
8,270,189
8,271,1270
8,273,281
8,277,684
8,278,462
8,280,1342
8,281,924
8,288,329
8,289,308
8,291,1467
8,292,1080
8,295,364
8,296,1155
8,300,180
8,301,672
8,305,783
8,314,355
8,356,157
8,357,89
8,358,164
8,359,689
8,361,270
8,362,624
8,363,1045
8,364,284
8,368,311
8,370,483
8,371,382
8,373,919
8,374,693
8,375,984
8,376,692
8,377,490
8,379,860
8,381,673
8,382,641
8,383,968
8,384,1310
8,385,738
8,386,227
8,387,858
8,388,404
8,390,140
8,391,771
8,392,499
8,393,562
8,394,135
8,395,930
8,396,996
8,397,860
8,398,407
8,399,327
8,400,140
8,401,295
8,402,350
8,404,397
8,405,470
8,406,620
8,407,432
8,408,691
8,410,292
8,411,538
8,412,821
8,416,602
8,419,434
8,421,923
8,423,228
8,425,630
8,426,113
8,428,102
8,429,770
8,430,639
8,431,281
8,441,846
8,443,720
8,444,768
8,445,943
8,525,871
8,530,1103
8,571,898
8,605,1228
8,625,483
8,629,461
8,630,845
8,640,3716
8,651,657
8,865,1267
8,872,1426
8,877,1312
8,883,701
8,886,1475
8,890,1019
8,909,1162
8,919,1045
8,921,1318
8,929,332
8,934,978
8,936,713
8,941,677
8,950,721
8,969,1022
8,1082,1657
8,1127,851
8,2076,422
8,2082,352
8,3259,225
8,3306,363
8,3416,335
9,138,393
9,147,996
9,152,1185
9,178,633
9,182,850
9,183,933
9,184,1006
9,185,1242
9,186,1106
9,187,1057
9,189,1244
9,190,1168
9,211,145
9,238,782
9,239,319
9,240,1190
9,268,897
9,269,1167
9,281,974
9,283,1206
9,291,1175
9,296,807
9,305,866
9,307,1094
9,308,1178
9,309,1120
9,363,530
9,375,471
9,395,1199
9,396,692
9,397,621
9,416,524
9,429,710
9,430,493
9,435,1028
9,438,1198
9,441,662
9,608,979
9,609,1042
9,617,222
9,620,1184
9,632,1028
9,1051,982
9,1052,1213
9,1053,1336
9,2073,1029
9,2090,962
9,2097,1311
9,2102,1286
9,3273,644
10,147,182
10,148,492
10,149,2320
10,150,1133
10,152,288
10,178,321
10,183,387
10,184,475
10,185,923
10,187,694
10,190,576
10,193,985
10,194,1025
10,238,157
10,239,631
10,240,371
10,242,94
10,244,2350
10,263,1459
10,264,594
10,268,450
10,269,284
10,281,299
10,283,325
10,291,325
10,296,100
10,305,391
10,373,401
10,374,505
10,375,442
10,379,367
10,395,501
10,396,239
10,397,384
10,421,515
10,429,419
10,437,417
10,438,296
10,441,370
10,443,1568
10,444,1577
10,448,177
10,527,441
10,528,284
10,529,498
10,530,324
10,612,189
10,615,77
10,622,176
10,963,224
10,969,578
10,970,133
10,1053,444
10,1060,104
10,1061,238
10,1062,214
10,1063,55
10,1064,120
10,1065,102
10,1066,140
10,1067,91
10,1068,250
10,2075,150
11,83,859
11,147,1116
11,149,1822
11,150,396
11,151,1330
11,178,911
11,181,1266
11,182,468
11,183,871
11,184,844
11,185,644
11,186,217
11,187,668
11,188,742
11,189,985
11,193,782
11,194,430
11,227,375
11,238,1199
11,239,815
11,244,1606
11,263,809
11,264,594
11,265,561
11,268,787
11,270,192
11,271,1480
11,273,457
11,277,570
11,278,295
11,280,1527
11,281,985
11,288,543
11,289,428
11,291,1504
11,295,514
11,296,1155
11,305,828
11,314,201
11,358,74
11,362,803
11,363,995
11,364,190
11,368,517
11,370,309
11,371,253
11,373,876
11,375,923
11,378,974
11,379,929
11,391,978
11,392,375
11,394,166
11,395,1042
11,397,836
11,398,350
11,401,127
11,402,201
11,404,301
11,405,317
11,410,262
11,411,426
11,416,488
11,421,849
11,428,164
11,429,770
11,430,527
11,431,439
11,435,1084
11,443,934
11,444,985
11,571,783
11,608,1343
11,865,1424
11,883,913
11,909,1384
11,919,1264
11,941,885
11,950,926
11,1117,500
11,1118,123
12,83,1075
12,147,339
12,148,273
12,149,2446
12,151,2422
12,152,263
12,178,541
12,181,2371
12,183,587
12,184,663
12,187,890
12,188,1820
12,238,290
12,239,829
12,244,2513
12,268,660
12,269,300
12,280,2403
12,281,482
12,296,288
12,375,636
12,421,717
12,438,208
12,445,1042
12,526,382
12,527,266
12,605,2458
12,617,891
12,1052,149
12,1081,198
12,1084,195
13,147,2130
13,148,2635
13,149,834
13,150,1184
13,178,2119
13,181,109
13,182,1614
13,183,1894
13,184,1809
13,185,1360
13,186,1243
13,187,1588
13,188,675
13,189,1751
13,190,1746
13,193,1327
13,194,1279
13,196,2481
13,244,373
13,263,832
13,268,1837
13,269,2211
13,271,675
13,272,2610
13,280,391
13,281,1990
13,288,1199
13,291,2519
13,295,1419
13,304,2445
13,381,638
13,384,209
13,391,654
13,412,1683
13,431,1367
13,443,746
13,444,762
13,630,1818
13,640,2500
13,864,577
13,865,109
13,868,748
13,870,630
13,872,266
13,874,852
13,876,727
13,877,88
13,878,155
13,883,736
13,884,1047
13,885,86
13,886,945
13,887,270
13,888,259
13,889,255
13,890,237
13,891,345
13,892,134
13,893,399
13,894,173
13,907,568
13,909,902
13,916,1015
13,919,784
13,921,924
13,924,348
13,950,665
13,1127,392
13,1241,180
13,3046,611
13,3283,696
13,3426,985
14,83,1081
14,147,334
14,148,269
14,152,253
14,178,543
14,182,961
14,183,584
14,184,658
14,185,1104
14,186,1378
14,187,885
14,189,736
14,190,723
14,193,1144
14,211,1209
14,227,1083
14,238,296
14,239,834
14,265,865
14,268,657
14,269,291
14,281,477
14,296,292
14,305,603
14,362,1028
14,363,563
14,373,617
14,374,733
14,375,642
14,379,548
14,395,616
14,396,460
14,397,609
14,412,809
14,421,722
14,429,646
14,431,1144
14,435,395
14,437,195
14,438,198
14,441,598
14,443,1734
14,445,1048
14,448,405
14,526,378
14,527,258
14,530,500
14,615,305
14,617,897
14,950,1804
14,969,653
14,1081,201
14,1086,175
15,83,134
15,138,228
15,147,835
15,148,1214
15,149,2529
15,150,1067
15,151,2166
15,152,1034
15,178,469
15,182,683
15,183,758
15,184,830
15,185,1072
15,186,971
15,187,882
15,188,1549
15,189,1067
15,190,991
15,193,1210
15,194,1004
15,211,269
15,227,775
15,238,655
15,240,1073
15,242,852
15,244,2402
15,263,1518
15,264,536
15,265,479
15,268,719
15,269,1012
15,281,804
15,283,1074
15,291,1051
15,296,668
15,307,972
15,308,1022
15,309,990
15,359,937
15,362,1141
15,363,389
15,379,809
15,395,1025
15,396,535
15,397,450
15,398,587
15,402,654
15,416,380
15,429,533
15,435,862
15,437,1142
15,438,1054
15,441,489
15,527,1195
15,571,105
15,608,853
15,620,1013
15,624,326
15,632,897
15,1051,825
15,1052,1092
15,1053,1200
15,2090,791
15,2102,1167
16,83,104
16,138,403
16,147,1015
16,178,652
16,182,860
16,183,950
16,184,1022
16,185,1251
16,187,1069
16,189,1260
16,193,1393
16,194,1167
16,211,125
16,238,803
16,239,336
16,240,1211
16,265,662
16,268,912
16,269,1187
16,281,992
16,291,1196
16,296,827
16,307,1115
16,359,1128
16,375,491
16,395,1216
16,396,712
16,397,639
16,416,530
16,421,441
16,429,726
16,443,1808
16,549,214
16,570,95
16,571,295
16,632,1048
17,83,1417
17,147,724
17,149,1421
17,150,694
17,152,781
17,153,76
17,178,929
17,181,1451
17,182,701
17,183,595
17,184,502
17,185,393
17,187,448
17,188,979
17,189,297
17,190,348
17,193,281
17,194,616
17,238,1042
17,239,1174
17,240,1113
17,244,1513
17,263,723
17,265,854
17,267,488
17,268,603
17,269,732
17,271,1138
17,278,1311
17,281,624
17,283,976
17,288,545
17,291,1047
17,292,745
17,296,968
17,301,342
17,305,649
17,307,1054
17,359,374
17,362,232
17,363,1084
17,379,573
17,383,223
17,385,196
17,387,487
17,395,407
17,408,274
17,412,227
17,421,1092
17,429,791
17,431,596
17,437,1089
17,438,857
17,447,454
17,449,299
17,450,251
17,611,235
17,613,425
17,620,489
17,623,462
17,630,410
17,632,986
17,874,1250
17,877,1578
17,883,800
17,886,1171
17,893,1578
17,909,871
17,916,1022
17,917,884
17,918,910
17,921,1009
17,934,385
17,938,479
17,943,544
17,947,331
17,949,448
17,958,174
17,961,144
17,964,119
17,969,374
17,1069,283
17,1072,256
17,1073,472
17,1074,192
17,1075,199
17,1076,114
17,1077,174
17,1078,256
17,1079,255
17,1080,190
17,3314,187
17,3326,168
17,3487,551
18,83,1122
18,147,411
18,148,897
18,149,1733
18,150,692
18,151,1695
18,152,526
18,153,268
18,178,599
18,181,1647
18,182,492
18,183,264
18,184,177
18,185,402
18,187,258
18,188,1115
18,189,67
